V1,V2,cl,dataset
0.24808837287831423,0.033456230564341605,1,2
0.21088187966378097,0.14759272487205963,1,2
0.15994717249010104,0.03846098094937874,1,2
0.23354907887581722,0.050549113761742856,1,2
0.12607694282731247,-0.04844885516644594,1,2
0.2418227824728578,0.06722807475870095,1,2
0.22612380749329955,-0.06172649292881451,1,2
0.14849220714626146,-0.01368537968983846,1,2
0.09587454907793051,0.1638122602670444,1,2
0.17486563908083289,-0.051549835618737626,1,2
0.22025286581283438,0.06392201013196355,1,2
0.137173865293316,0.12779827596435356,1,2
0.14712244026015006,0.026163837266180053,1,2
0.2907663292586905,-0.02025755643203802,1,2
0.25449242004793876,0.06925842319330845,1,2
0.1959558400663949,0.04426262231638586,1,2
0.18498462525130346,0.13110896791553556,1,2
0.11015323858508451,0.1770226361683105,1,2
-0.12082675707915322,-0.2895115361004865,2,2
-0.133452639721411,-0.13454939094827784,2,2
-0.17325440045267676,-0.11558014649929045,2,2
-0.07854450247634609,-0.24515549653349994,2,2
-0.13551083527055882,-0.09705659655714434,2,2
-0.1542445917880607,-0.3000059203187327,2,2
-0.1297957566715339,-0.21594873693396416,2,2
-0.1638233798961996,-0.09722275383495081,2,2
-0.06503609739445244,-0.09650563918058297,2,2
-0.11158226220229081,-0.27090505519992325,2,2
-0.053103796492334765,-0.09028539233479739,2,2
-0.17356448954820825,-0.12959137118576464,2,2
-0.09685179939546484,-0.001447552717098202,2,2
-0.16355447562332717,-0.27966580766092985,2,2
-0.12900682428866309,-0.12167331855671583,2,2
-0.12777812954302442,-0.2206641291356004,2,2
-0.1448752523452739,-0.1321919636352992,2,2
-0.13259213330723696,-0.22034595804428497,2,2
0.0022017267512820645,-0.1425071569798134,2,2
-0.07201382583787222,-0.21966522972265606,2,2
-0.04463597558296816,-0.2127965352380968,2,2
-0.04819421584312214,-0.16866581751530083,2,2
-0.07829725858092096,-0.228528989214504,2,2
-0.11462581545936124,-0.23276554713996975,2,2
-0.16484851824402183,-0.09181602685857204,2,2
-0.1385946698754313,-0.25689823821890584,2,2
-0.13069445882667738,-0.3135809756133708,2,2
-0.09769348039320794,-0.016776112332784556,2,2
-0.06909906385239824,-0.3932075370959279,2,2
-0.14897974607167502,-0.31011517286353635,2,2
-0.09918140074418175,-0.30367952954776284,2,2
-0.0266972665051547,-0.35498339852004573,2,2
-0.07796546732352312,-0.12146002979822512,2,2
-0.13681844388371592,-0.22439925646508588,2,2
-0.1875838665806174,-0.25606402706544845,2,2
-0.04624117997457429,-0.20400136564244117,2,2
-0.11475920997407653,-0.3060486086405154,2,2
-0.06455178270398712,-0.36398079463285077,2,2
-0.0020224936884682644,-0.17831472186354533,2,2
-0.04677260615025347,-0.06558853695326053,2,2
0.003031870023092797,-0.14033162938596117,2,2
-0.14312318661233897,-0.3317490390855708,2,2
-0.033785747073460326,-0.11991048083472881,2,2
-0.1980763847862457,-0.22706233564401312,2,2
-0.08746258570557378,-0.2368194237110934,2,2
-0.06825713135397628,-0.0484148404422626,2,2
-0.037754064222579396,-0.03696951161115807,2,2
-0.13848180129181026,-0.25916502575079847,2,2
0.007194930935032296,-0.08454847740393202,2,2
-0.17650233525694267,-0.3339863038244736,2,2
-0.14937920510951694,0.21836866780149658,3,2
-0.12138775577160826,0.09854038999482397,3,2
-0.13992892925352354,0.17927473664864854,3,2
-0.029329344484535957,0.17030855406733258,3,2
-0.010732925267492822,0.22907725061053127,3,2
-0.09271872607569666,0.14728034519593436,3,2
-0.021949339448031232,0.294980049008087,3,2
-0.15696575210410313,0.2824994172747805,3,2
-0.10302563106385484,0.15540963223937734,3,2
-0.04572626543783803,0.36390099236298906,3,2
-0.07564304350059974,0.37555183798983593,3,2
-0.0097620010875464,0.2407602655237501,3,2
-0.15113964363909954,0.18896065559172384,3,2
-0.03711700519349889,0.07714553269048484,3,2
-0.03693574044263974,0.10264398338733989,3,2
0.03955900854722315,0.2827513776243584,3,2
-0.05555029171670072,0.25637750088556605,3,2
0.013508982599306142,0.262706469504593,3,2
-0.02431248655946922,0.2700727835832195,3,2
-0.10479644103032915,0.1898497970588537,3,2
-0.04048255699306667,0.2457586387238387,3,2
-0.08015292689528512,0.1645910573653807,3,2
-0.0073384211237594475,0.09223039448318024,3,2
0.01885965440817874,0.29684072035041453,3,2
-0.06232140193983721,0.1867719622044984,3,2
-0.044036589845826285,0.1275536628411583,3,2
-0.06491549164280942,0.223858747153308,3,2
-0.09248061565069211,0.1797563377739052,3,2
0.012789983941704003,0.1786770028777329,3,2
-0.14505944735739565,0.32534654995820966,3,2
-0.0964916719160814,0.16562001845126217,3,2
0.02294399776710716,0.22603106092128325,3,2
0.03657871189090323,0.1258216396697634,3,2
0.05105428608714843,0.18779014046751286,3,2
-0.03537718874671409,0.2958041158389122,3,2
-0.014597414050791728,0.287368333241472,3,2
0.04265097118379165,0.15466868054549412,3,2
-0.14598830448923883,0.24458554991646536,3,2
-0.10908758239512159,0.28406555618425816,3,2
0.008865941841655891,0.07887964025878104,3,2
0.012048263805872343,0.32853678189373026,3,2
0.037156500613971646,0.17134767367449008,3,2
-0.08505578933722724,0.2922859534853481,3,2
-0.10039067441486496,0.30824810376969747,3,2
-0.026014499224789066,0.12184964028546662,3,2
-0.11397553764287456,0.20103239487262184,3,2
-0.00923483702547665,0.19947813663442457,3,2
-0.11494492086861026,0.22864197435486378,3,2
-0.037725506457577884,0.33000345745403353,3,2
0.009925147399657157,0.25329772714527987,3,2
0.06945288908605259,0.033147558836929686,1,3
0.05659803943978832,0.06616206659137047,1,3
0.17155590710409188,-0.02115787251822982,1,3
0.20578378488836008,0.06647874297797193,1,3
0.21834962911175046,-0.028825131207782906,1,3
0.17566773483000953,0.04028694594418835,1,3
0.21482502514586557,-0.10993093031818903,1,3
0.18857926019288,0.004589801273550796,1,3
0.0972888288982986,0.05523705571754269,1,3
0.054962085371576604,0.030139842222266056,1,3
0.08716652424066422,0.06856823911613288,1,3
0.21292855315446163,0.007224710285874864,1,3
0.15618333752518085,3.5349589395004214e-4,1,3
0.1414638282317623,-0.03635854184083027,1,3
0.17132947839349694,0.07183579757276178,1,3
0.09648953632137308,0.15205250115009128,1,3
0.176843086074567,-0.012543152949525712,1,3
0.10236519505399558,0.18256619187190556,1,3
0.14881661690700249,0.01727942378612956,1,3
0.1282163991023667,-0.061708513467699504,1,3
0.10409510352993401,-0.05297906145338259,1,3
0.23375717759156592,-0.08913925512220987,1,3
0.156614384719799,0.09126031238246662,1,3
0.10698805968379903,0.15297528247882503,1,3
0.10354483241511932,0.05008279974310394,1,3
0.18366268728138938,-0.05035894330418405,1,3
0.1423667191029349,0.09356473521215472,1,3
0.041035639020891516,0.15430689778891013,1,3
0.1446748253192903,0.14004019490870795,1,3
0.07704856438514363,0.036885197937395434,1,3
0.15390243150779973,-0.01574473882799054,1,3
0.13471813401184277,0.0606589813364632,1,3
0.20512788246703462,0.03455010922089127,1,3
0.16792138925250136,0.1486866035286093,1,3
0.11698668207882142,0.03955485960592841,1,3
0.19058858846453763,0.05164299241829253,1,3
0.08311645241603287,-0.047354976509896264,1,3
0.1988622920615782,0.06832195341525063,1,3
0.18316331708201997,-0.06063261427226484,1,3
0.10553171673498186,-0.012591501033288788,1,3
0.0529140586666509,0.16490613892359407,1,3
0.13190514866955327,-0.05045595696218796,1,3
0.1772923754015548,0.06501588878851322,1,3
0.09421337488203636,0.12889215462090323,1,3
0.10416194984887044,0.027257715922729724,1,3
0.24780583884741092,-0.019163677775488348,1,3
0.21153192963665918,0.07035230184985812,1,3
0.1529953496551153,0.04535650097293554,1,3
0.14202413484002385,0.13220284657208525,1,3
0.06719274817380488,0.17811651482486016,1,3
-0.09819191494840235,-0.2375403524086036,2,3
-0.11081779759066013,-0.08257820725639484,2,3
-0.15061955832192586,-0.06360896280740747,2,3
-0.05590966034559524,-0.19318431284161694,2,3
-0.11287599313980798,-0.045085412865261354,2,3
-0.13160974965730987,-0.24803473662684974,2,3
-0.10716091454078305,-0.1639775532420812,2,3
-0.14118853776544874,-0.04525157014306782,2,3
-0.042401255263701594,-0.04453445548869999,2,3
-0.08894742007153995,-0.2189338715080403,2,3
-0.030468954361583908,-0.038314208642914405,2,3
-0.15092964741745737,-0.07762018749388165,2,3
-0.07421695726471399,0.05052363097478478,2,3
-0.14091963349257633,-0.22769462396904688,2,3
-0.1063719821579122,-0.06970213486483284,2,3
-0.10514328741227358,-0.1686929454437174,2,3
-0.12224041021452302,-0.08022077994341624,2,3
-0.10995729117648609,-0.16837477435240197,2,3
0.024836568882032922,-0.0905359732879304,2,3
-0.04937898370712137,-0.1676940460307731,2,3
-0.022001133452217308,-0.1608253515462138,2,3
-0.025559373712371276,-0.11669463382341787,2,3
-0.0556624164501701,-0.17655780552262101,2,3
-0.09199097332861038,-0.18079436344808678,2,3
-0.14221367611327093,-0.039844843166689056,2,3
-0.11595982774468042,-0.20492705452702284,2,3
-0.10805961669592652,-0.26160979192148776,2,3
-0.07505863826245708,0.03519507135909843,2,3
-0.04646422172164739,-0.3412363534040449,2,3
-0.12634490394092415,-0.2581439891716534,2,3
-0.07654655861343088,-0.2517083458558799,2,3
-0.004062424374403845,-0.30301221482816265,2,3
-0.055330625192772265,-0.06948884610634215,2,3
-0.11418360175296507,-0.17242807277320296,2,3
-0.16494902444986653,-0.20409284337356548,2,3
-0.023606337843823436,-0.1520301819505582,2,3
-0.09212436784332567,-0.2540774249486324,2,3
-0.04191694057323626,-0.3120096109409678,2,3
0.020612348442282595,-0.12634353817166236,2,3
-0.024137764019502614,-0.013617353261377538,2,3
0.025666712153843654,-0.08836044569407817,2,3
-0.12048834448158809,-0.2797778553936878,2,3
-0.011150904942709467,-0.06793929714284583,2,3
-0.17544154265549483,-0.17509115195213013,2,3
-0.06482774357482293,-0.18484824001921044,2,3
-0.04562228922322542,0.0035563432496203812,2,3
-0.01511922209182854,0.015001672080724913,2,3
-0.1158469591610594,-0.20719384205891547,2,3
0.029829773065783154,-0.03257729371204904,2,3
-0.15386749312619186,-0.2820151201325906,2,3
-0.1290535568289882,0.16530360545306397,3,3
-0.10106210749107951,0.04547532764639135,3,3
-0.11960328097299479,0.1262096743002159,3,3
-0.0090036962040072,0.11724349171889994,3,3
0.009592723013035934,0.17601218826209863,3,3
-0.0723930777951679,0.09421528284750176,3,3
-0.001623691167502472,0.24191498665965439,3,3
-0.13664010382357436,0.22943435492634792,3,3
-0.08269998278332609,0.1023445698909447,3,3
-0.025400617157309274,0.31083593001455645,3,3
-0.05531739522007098,0.3224867756414033,3,3
0.010563647192982358,0.18769520317531746,3,3
-0.13081399535857077,0.13589559324329117,3,3
-0.016791356912970137,0.024080470342052216,3,3
-0.01661009216211098,0.049578921038907264,3,3
0.0598846568277519,0.2296863152759258,3,3
-0.03522464343617196,0.2033124385371334,3,3
0.033834630879834904,0.20964140715616034,3,3
-0.0039868382789404605,0.2170077212347869,3,3
-0.08447079274980038,0.13678473471042107,3,3
-0.02015690871253792,0.19269357637540607,3,3
-0.05982727861475636,0.11152599501694807,3,3
0.012987227156769312,0.03916533213474761,3,3
0.0391853026887075,0.24377565800198192,3,3
-0.041995753659308445,0.13370689985606576,3,3
-0.023710941565297527,0.07448860049272567,3,3
-0.04458984336228067,0.1707936848048754,3,3
-0.07215496737016336,0.1266912754254726,3,3
0.03311563222223276,0.12561194052930025,3,3
-0.12473379907686688,0.272281487609777,3,3
-0.07616602363555265,0.11255495610282956,3,3
0.04326964604763592,0.1729659985728506,3,3
0.056904360171431995,0.07275657732133077,3,3
0.0713799343676772,0.13472507811908022,3,3
-0.015051540466185337,0.2427390534904796,3,3
0.0057282342297370285,0.23430327089303937,3,3
0.06297661946432041,0.10160361819706151,3,3
-0.12566265620871006,0.19152048756803275,3,3
-0.08876193411459284,0.23100049383582555,3,3
0.02919159012218465,0.02581457791034841,3,3
0.0323739120864011,0.2754717195452976,3,3
0.05748214889450041,0.11828261132605744,3,3
-0.06473014105669848,0.23922089113691544,3,3
-0.0800650261343362,0.2551830414212649,3,3
-0.005688850944260306,0.06878457793703399,3,3
-0.09364988936234579,0.14796733252418925,3,3
0.011090811255052107,0.14641307428599193,3,3
-0.0946192725880815,0.17557691200643114,3,3
-0.017399858177049123,0.2769383951056009,3,3
0.030250795680185915,0.20023266479684723,3,3
-0.03198630846791875,-0.11851754596912695,1,4
-0.3838467441544642,-0.23748100262407607,1,4
-0.8058743553725229,-0.16000018512915407,1,4
-0.3636183262806052,0.013912129931028736,1,4
-0.5148997280653429,-0.17629734880396175,1,4
-0.6904838094495407,-0.14135144889121679,1,4
-0.4084740659349823,-0.12034784541861046,1,4
-0.3504151840666499,-0.15599126314668338,1,4
-0.32573778989194674,0.04873285230674995,1,4
-0.3141872174197364,-0.06148629718629563,1,4
-0.24432245837824007,-0.07930041060970607,1,4
-0.15921519519548338,-0.23482448058934632,1,4
-0.417154647543529,-0.22935981440057363,1,4
-0.32600458747965766,-0.1895805964806678,1,4
-0.30749747106169395,-0.09965034416570022,1,4
-0.46563802834071294,-0.14345364874271482,1,4
-0.1963022528339855,-0.010780036302050933,1,4
-0.34127319447017335,-0.07083210971489656,1,4
-0.2616500800190109,-0.12015416780869367,1,4
-0.2659597855272659,-0.09173411563728756,1,4
-0.5662975891563549,-0.1017685445411851,1,4
-0.30806141962878175,-0.21136700661003038,1,4
-0.011884564283408967,-0.04914460874930726,1,4
-0.38525795493302045,-0.12268000613230477,1,4
-0.11304420027410077,0.038475648674715784,1,4
-0.007670327806833924,-0.15541898942295476,1,4
-0.5282918020117482,-0.055799410639434166,1,4
-0.19510754308118955,-0.13589250490755497,1,4
-0.5731446804974604,-0.21116270469899445,1,4
-0.4282421613506886,-0.18729339414431073,1,4
-0.5173579544495761,-0.07950780263461997,1,4
-0.38083775706239353,-0.16246375894573045,1,4
-0.43416413994594905,-0.1770495900171466,1,4
-0.3637353194501751,-0.12264245112055162,1,4
-0.4541861718449246,-0.12484497727353139,1,4
-0.25867721711949426,-0.13653654677966182,1,4
-0.31777631393747846,-0.12421095573422578,1,4
-0.3793396392174092,-0.035273826793528314,1,4
-0.3918308552622204,-0.19543144711546073,1,4
0.025835603501297433,-0.26020544636365023,1,4
-0.429426562984352,-0.12676106167937023,1,4
-0.4782925192461701,-0.05283861539463705,1,4
-0.40904573455070226,-0.21687574203937388,1,4
-0.24732842932058474,-0.15507371363107303,1,4
-0.765117576403244,-0.14117164052471667,1,4
-0.5750293764911428,-0.03425355932834408,1,4
-0.37829968687590887,-0.2878669827504986,1,4
-0.6137888594239652,-0.3150422500797405,1,4
-0.390752604207831,-0.07221359155138699,1,4
-0.06577426857937753,-0.1568634761705732,1,4
0.6155114219695255,-0.1328354260706663,2,4
0.023241787618312332,-0.2569086556581258,2,4
0.2152990907474181,-0.1650345115474987,2,4
0.15655312620771916,-0.050392499668924354,2,4
0.43897429621490963,0.0036070527356442394,2,4
0.3742422829166446,-0.00575902646088694,2,4
0.09497588404492974,-0.074235266150907,2,4
0.23161597727966216,-0.09740418702662322,2,4
0.4990548210548878,-0.18346901542709537,2,4
0.23668772718213804,-0.2658406101468887,2,4
0.322607943057427,-0.08126472380144648,2,4
0.16033029850661817,-0.09698066420253953,2,4
0.5274467670488949,-0.04304424367982525,2,4
0.13295711776840133,-0.12870935151274376,2,4
0.1636597191032462,-0.2260974163750447,2,4
0.16727103136504917,-0.22526235197545166,2,4
0.06094991807211783,-0.20004311830812943,2,4
0.41567132163560144,0.03221149163729904,2,4
0.14114279573936087,-0.09969985047935515,2,4
0.0698978271136313,-0.023172949979344167,2,4
0.29512914142664426,-0.230579751503379,2,4
0.5436148426800662,-0.034224236740541536,2,4
0.023614399317952846,-0.1310475195933027,2,4
0.29214323359387884,-0.009094056253247787,2,4
0.1913033568370584,-0.22936727283450026,2,4
0.44025950790292334,0.09063058717793102,2,4
0.2920281880915076,-0.14190274157491856,2,4
0.3866965592851464,-0.12136443374398924,2,4
0.48103014074653994,-0.260980843683146,2,4
0.48142767961908906,-0.11591718885287128,2,4
0.21518654572733747,-0.23465271042593738,2,4
0.4808747700290399,-0.12022167058638168,2,4
0.1365844259951468,-0.06758956554166765,2,4
0.04416386786565922,0.05277648958110256,2,4
-0.00558668471671149,-0.21830933937676997,2,4
0.2591478944469369,-0.07537425753390392,2,4
0.35299259322837034,-0.055157414800028295,2,4
0.35147469722909036,-0.1120898793436311,2,4
0.5091323069985572,-0.2704538466158998,2,4
0.1604250793985761,-0.08431149366096946,2,4
0.2799707027360138,-0.11551657291088022,2,4
0.4728045187519122,-0.21261377089033628,2,4
0.4413707526808319,-0.09576505417635377,2,4
0.24583273062760608,0.020805119064890347,2,4
0.3025450714695289,-0.0935404529686947,2,4
0.16869869824145242,0.014809960742431346,2,4
0.5150544449217815,-0.059479692353082175,2,4
0.21950662157667483,-0.1755773596454274,2,4
0.010746761721982356,-0.1436119506876157,2,4
0.6840182183632426,-0.13361741225004553,2,4
-0.049204812085197135,0.18484320968308637,3,4
-0.050917430025610354,0.1473871329381345,3,4
-0.01758148583389308,0.06328177322108154,3,4
0.02658611387367467,0.2102856688137073,3,4
-0.0033689086724122685,0.27264473512785703,3,4
-0.05392480159018932,0.17988342846307323,3,4
0.10448543308432114,0.17179220408920703,3,4
0.21652218224688474,0.2794361882082869,3,4
0.17940870203957437,0.24710810407963324,3,4
-0.005293591392280389,0.16854600365426764,3,4
-0.0295005638388098,0.10393322964918378,3,4
0.24530239482067076,0.31949947483735464,3,4
0.10203305306983926,0.14259712579640818,3,4
-0.011377046523271178,0.1730472270331084,3,4
0.14081330139547343,0.21787840860436103,3,4
0.0777758304696275,0.1181468865971585,3,4
0.010602825740887986,0.15220125441120083,3,4
0.131891108432323,0.15127813161508907,3,4
0.24916546317334787,0.11883203967367302,3,4
0.2499556211322185,0.19956645893160765,3,4
-0.38330417979995973,0.19005246788063063,3,4
-0.08605389099695827,0.18639894286661635,3,4
0.1293271589068296,0.33393875370141685,3,4
0.33914875232681796,0.2149811579480391,3,4
0.056198362290526674,0.17975398142012636,3,4
0.1425996532008394,0.30087687719457556,3,4
0.1603034529612566,0.3538858363361724,3,4
0.18990179870577817,0.1878975730159101,3,4
-0.08816294969004984,0.13929229212851665,3,4
0.24381909409270475,0.25753081088591173,3,4
0.08192586142997002,0.3230204104376205,3,4
0.10278690079320481,0.1929948223656467,3,4
0.2760074681729749,0.09130933943627853,3,4
0.31276378441255026,0.16664224968999414,3,4
-0.054091638461527786,0.31008956494360956,3,4
0.0837635864071811,0.46718643030050366,3,4
0.1700756515894035,0.453264986839052,3,4
-0.06497143423052736,0.3335736463025426,3,4
-0.40834015132506546,0.2438359938328172,3,4
-0.2965385270843096,0.11966807064701086,3,4
-0.33830562995366414,0.14622079648539696,3,4
0.12260776862101844,0.36803925367492846,3,4
-0.07258255840169826,0.17257102672584057,3,4
0.025208233356364157,0.3268353130644678,3,4
0.07747260540623299,0.1356246465490025,3,4
-0.05394919367705538,0.1771539491181522,3,4
0.050899499183711866,0.17328777591162117,3,4
-0.11822970738385377,0.28733240928712356,3,4
0.13303710706115096,0.2134477034310433,3,4
-0.27883171360339504,0.20742824260228498,3,4
-0.11408595143116207,-0.13886196262828857,1,5
-0.023888650016653162,-0.46431085765539193,1,5
0.13665618896412574,-0.08370382753097466,1,5
0.029759686211203257,-0.15015695772332122,1,5
0.049589944266028294,-0.19492409120190643,1,5
-0.2290249333832768,-0.23439749119634695,1,5
-0.1793236822323249,-0.26423212520912653,1,5
